inst#,predicted,prediction,REVIEW-ID,CLASS
8000,positive,0.59,43126,positive
8001,positive,0.66,10404,positive
8002,negative,0.54,6808,negative
8003,positive,0.55,33892,positive
8004,positive,0.51,4004,positive
8005,positive,0.46,39362,positive
8006,positive,0.53,68380,positive
8007,positive,0.82,69285,positive
8008,positive,0.5,9015,positive
8009,negative,0.884,68472,negative
8010,negative,0.54,1463,negative
8011,positive,0.95,6680,positive
8012,positive,0.82,61831,positive
8013,positive,0.83,52310,positive
8014,positive,0.79,63325,positive
8015,positive,0.5,29173,positive
8016,positive,0.83,40829,positive
8017,positive,0.59,43294,positive
8018,positive,0.73,27570,positive
8019,positive,0.46,48624,positive
8020,positive,0.76,36369,positive
8021,positive,0.53,38349,positive
8022,negative,0.62,9151,negative
8023,positive,0.7,35221,positive
8024,positive,0.51,24612,positive
8025,negative,0.45,59826,negative
8026,positive,0.44,53879,positive
8027,positive,0.51,59308,positive
8028,positive,0.48,20905,positive
8029,negative,0.45,23252,negative
8030,positive,0.83,45911,positive
8031,positive,0.817,46084,positive
8032,positive,0.57,57352,positive
8033,negative,0.43,71041,negative
8034,positive,0.69,12911,positive
8035,negative,0.47,12529,negative
8036,positive,0.87,29302,positive
8037,positive,0.76,46398,positive
8038,positive,0.69,529,positive
8039,positive,0.82,34170,positive
8040,positive,0.45,3883,positive
8041,positive,0.73,53275,positive
8042,positive,0.5,60608,positive
8043,positive,0.86,35144,positive
8044,positive,0.66,60571,positive
8045,negative,0.52,58144,negative
8046,positive,0.65,36938,positive
8047,positive,0.38,17034,positive
8048,positive,0.52,45099,positive
8049,neutral,0.39,44295,neutral
8050,positive,0.85,36747,positive
8051,positive,0.71,14927,positive
8052,positive,0.7,25313,positive
8053,positive,0.57,63951,positive
8054,positive,0.6,36040,positive
8055,negative,0.66,57763,negative
8056,positive,0.596,5123,positive
8057,positive,0.54,5488,positive
8058,positive,0.59,68992,positive
8059,negative,0.71,55410,negative
8060,positive,0.73,9547,positive
8061,positive,0.45,70699,positive
8062,positive,0.53,12401,positive
8063,positive,0.57,51759,positive
8064,positive,0.88,66458,positive
8065,positive,0.57,21323,positive
8066,positive,0.81,3719,positive
8067,positive,0.56,6757,positive
8068,positive,0.9,9689,positive
8069,positive,0.8,12326,positive
8070,positive,0.59,8214,positive
8071,positive,0.75,45937,positive
8072,positive,0.67,9515,positive
8073,positive,0.84,31676,positive
8074,negative,0.53,10537,negative
8075,positive,0.55,63035,positive
8076,negative,0.71,8705,negative
8077,positive,0.84,27493,positive
8078,negative,0.48,68349,negative
8079,positive,0.93,12185,positive
8080,positive,0.77,11323,positive
8081,positive,0.65,57118,positive
8082,positive,0.45,64014,positive
8083,positive,0.66,54749,positive
8084,negative,0.45,59321,negative
8085,positive,0.55,24015,positive
8086,positive,0.76,56219,positive
8087,positive,0.66,71823,positive
8088,neutral,0.36,38464,neutral
8089,positive,0.77,21682,positive
8090,positive,0.59,22626,positive
8091,negative,0.67,26989,negative
8092,positive,0.7,69202,positive
8093,positive,0.78,61413,positive
8094,negative,0.64,7865,negative
8095,positive,0.73,32543,positive
8096,positive,0.38,16584,positive
8097,positive,0.58,35054,positive
8098,negative,0.78,6863,negative
8099,positive,0.81,34525,positive
8100,positive,0.85,70594,positive
8101,positive,0.58,25423,positive
8102,positive,0.37,757,positive
8103,positive,0.45,13896,positive
8104,positive,0.35,37944,positive
8105,positive,0.76,5689,positive
8106,positive,0.51,12132,positive
8107,positive,0.45,37387,positive
8108,positive,0.64,64103,positive
8109,negative,0.63,66998,negative
8110,negative,0.71,8975,negative
8111,positive,0.78,64626,positive
8112,negative,0.57,10542,negative
8113,positive,0.52,6755,positive
8114,positive,0.6,29918,positive
8115,positive,0.45,16483,positive
8116,positive,0.96,34892,positive
8117,positive,0.68,35074,positive
8118,positive,0.52,55504,positive
8119,positive,0.87,35844,positive
8120,positive,0.85,8639,positive
8121,positive,0.56,16157,positive
8122,negative,0.79,38322,negative
8123,negative,0.61,31000,negative
8124,positive,0.88,31994,positive
8125,negative,0.82,58090,negative
8126,positive,0.61,65965,positive
8127,positive,0.62,38052,positive
8128,positive,0.94,31349,positive
8129,positive,0.62,44230,positive
8130,positive,0.98,42798,positive
8131,negative,0.57,27369,negative
8132,positive,0.74,53177,positive
8133,positive,0.46,40692,positive
8134,positive,0.74,64539,positive
8135,positive,0.64,61392,positive
8136,positive,0.59,54572,positive
8137,neutral,0.461,22938,neutral
8138,negative,0.46,7033,negative
8139,positive,0.5,13322,positive
8140,positive,0.83,59989,positive
8141,negative,0.74,41934,negative
8142,positive,0.87,70791,positive
8143,positive,0.52,38441,positive
8144,positive,0.78,54298,positive
8145,positive,0.84,64557,positive
8146,positive,0.85,33053,positive
8147,neutral,0.36,66558,neutral
8148,positive,0.8,5088,positive
8149,positive,0.74,25524,positive
8150,positive,0.55,36426,positive
8151,positive,0.54,62701,positive
8152,positive,0.74,30897,positive
8153,positive,0.7,56272,positive
8154,positive,0.72,71332,positive
8155,positive,0.67,61673,positive
8156,positive,0.91,16401,positive
8157,positive,0.88,33230,positive
8158,positive,0.82,6935,positive
8159,positive,0.91,69179,positive
8160,positive,0.75,43122,positive
8161,negative,0.54,9330,negative
8162,positive,0.81,2067,positive
8163,positive,0.8,29653,positive
8164,positive,0.54,23968,positive
8165,positive,0.48,24226,positive
8166,positive,0.45,20639,positive
8167,positive,0.42,50697,positive
8168,positive,0.55,49983,positive
8169,negative,0.78,36972,negative
8170,positive,0.5,53823,positive
8171,positive,0.74,72183,positive
8172,positive,0.56,50764,positive
8173,positive,0.48,43059,positive
8174,positive,0.38,49443,positive
8175,positive,0.49,47443,positive
8176,negative,0.73,17502,negative
8177,positive,0.68,61037,positive
8178,positive,0.61,60283,positive
8179,positive,0.81,15181,positive
8180,positive,0.74,60382,positive
8181,positive,0.53,62135,positive
8182,positive,0.9,55451,positive
8183,positive,0.54,38883,positive
8184,positive,0.8,65548,positive
8185,negative,0.47,26827,negative
8186,positive,0.54,34017,positive
8187,positive,0.59,6245,positive
8188,positive,0.79,33220,positive
8189,negative,0.55,37020,negative
8190,positive,0.6,11512,positive
8191,negative,0.55,26686,negative
8192,positive,0.64,31162,positive
8193,positive,0.71,27607,positive
8194,positive,0.83,69710,positive
8195,positive,0.53,70608,positive
8196,positive,0.55,16015,positive
8197,positive,0.49,39370,positive
8198,negative,0.48,9222,negative
8199,negative,0.71,28325,negative
8200,positive,0.56,6364,positive
8201,neutral,0.36,27716,neutral
8202,negative,0.51,13668,negative
8203,positive,0.65,57043,positive
8204,positive,0.66,69593,positive
8205,positive,0.75,60980,positive
8206,positive,0.65,25790,positive
8207,positive,0.54,34811,positive
8208,positive,0.47,32971,positive
8209,positive,0.61,67013,positive
8210,positive,0.46,61920,positive
8211,positive,0.67,44348,positive
8212,positive,0.8,64804,positive
8213,positive,0.72,35350,positive
8214,positive,0.81,69676,positive
8215,positive,0.56,33183,positive
8216,positive,0.55,67357,positive
8217,negative,0.48,33448,negative
8218,negative,0.53,5587,negative
8219,positive,0.62,61607,positive
8220,positive,0.75,55374,positive
8221,negative,0.46,46239,negative
8222,positive,0.71,31792,positive
8223,negative,0.54,9231,negative
8224,positive,0.49,3900,positive
8225,positive,0.59,8955,positive
8226,positive,0.74,19668,positive
8227,positive,0.78,36763,positive
8228,positive,0.88,62347,positive
8229,positive,0.54,5203,positive
8230,positive,0.8,63412,positive
8231,positive,0.5,6952,positive
8232,negative,0.61,28631,negative
8233,positive,0.9,60466,positive
8234,positive,1,35716,positive
8235,positive,0.79,55865,positive
8236,positive,0.47,32784,positive
8237,negative,0.79,51940,negative
8238,negative,0.41,33098,negative
8239,positive,0.609,24091,positive
8240,positive,0.74,7791,positive
8241,positive,0.64,70686,positive
8242,positive,0.51,61707,positive
8243,positive,0.96,55387,positive
8244,positive,0.42,62094,positive
8245,positive,0.75,12776,positive
8246,positive,0.81,14954,positive
8247,positive,0.91,881,positive
8248,positive,0.55,42061,positive
8249,positive,0.57,3102,positive
8250,positive,0.52,55350,positive
8251,positive,0.48,27543,positive
8252,positive,0.41,38912,positive
8253,positive,0.73,68507,positive
8254,negative,0.57,31148,negative
8255,positive,0.95,64537,positive
8256,positive,0.49,54487,positive
8257,positive,0.64,49769,positive
8258,positive,0.6,70851,positive
8259,positive,0.63,55596,positive
8260,positive,0.91,54488,positive
8261,positive,0.64,70606,positive
8262,negative,0.63,58091,negative
8263,neutral,0.45,51342,neutral
8264,negative,0.69,39801,negative
8265,positive,0.59,14895,positive
8266,negative,0.84,28111,negative
8267,positive,0.62,59167,positive
8268,positive,0.52,32862,positive
8269,positive,0.78,53392,positive
8270,positive,0.78,2237,positive
8271,negative,0.88,9993,negative
8272,negative,0.7,4782,negative
8273,positive,0.6,60396,positive
8274,positive,0.45,65234,positive
8275,positive,0.62,55958,positive
8276,positive,0.69,29297,positive
8277,positive,0.69,60718,positive
8278,positive,0.79,72427,positive
8279,positive,0.66,60124,positive
8280,positive,0.62,50134,positive
8281,negative,0.75,12443,negative
8282,negative,0.64,41845,negative
8283,positive,0.43,28375,positive
8284,positive,0.71,35310,positive
8285,positive,0.75,35891,positive
8286,positive,0.41,10093,positive
8287,positive,0.84,65598,positive
8288,positive,0.9,31807,positive
8289,positive,0.609,25143,positive
8290,positive,0.69,10977,positive
8291,negative,0.48,58790,negative
8292,negative,0.65,30492,negative
8293,positive,0.89,38792,positive
8294,positive,0.86,70252,positive
8295,positive,0.85,31958,positive
8296,positive,0.6,46911,positive
8297,positive,0.92,69913,positive
8298,negative,0.68,9503,negative
8299,positive,0.58,62180,positive
8300,positive,0.68,23712,positive
8301,positive,0.82,33799,positive
8302,positive,0.43,68516,positive
8303,positive,0.59,55012,positive
8304,positive,0.94,61802,positive
8305,positive,0.41,47399,positive
8306,positive,0.616,10617,positive
8307,negative,0.72,67728,negative
8308,negative,0.543,15810,negative
8309,negative,0.75,12763,negative
8310,negative,0.77,52184,negative
8311,positive,0.56,30128,positive
8312,negative,0.77,28143,negative
8313,positive,0.85,38451,positive
8314,positive,0.92,3210,positive
8315,positive,0.63,37929,positive
8316,negative,0.69,5751,negative
8317,negative,0.57,40484,negative
8318,positive,0.51,46565,positive
8319,neutral,0.41,39303,neutral
8320,positive,0.84,28110,positive
8321,negative,0.657,37315,negative
8322,positive,0.58,29211,positive
8323,positive,0.65,64641,positive
8324,positive,0.4,62275,positive
8325,positive,0.68,62249,positive
8326,positive,0.48,49712,positive
8327,positive,0.85,38015,positive
8328,positive,0.62,50800,positive
8329,positive,0.56,4880,positive
8330,positive,0.55,46856,positive
8331,positive,0.78,56310,positive
8332,positive,0.78,69050,positive
8333,positive,0.72,11528,positive
8334,negative,0.84,3449,negative
8335,positive,0.78,52587,positive
8336,positive,0.57,70899,positive
8337,positive,0.58,10276,positive
8338,positive,0.53,48394,positive
8339,positive,0.51,49502,positive
8340,positive,0.65,60989,positive
8341,positive,0.58,33371,positive
8342,positive,0.83,42470,positive
8343,positive,0.7,10051,positive
8344,positive,0.6,375,positive
8345,positive,0.63,5420,positive
8346,positive,0.82,70339,positive
8347,positive,0.61,48222,positive
8348,positive,0.67,22420,positive
8349,positive,0.48,61110,positive
8350,negative,0.69,70658,negative
8351,positive,0.87,5053,positive
8352,positive,0.49,59098,positive
8353,positive,0.47,65691,positive
8354,positive,0.56,47049,positive
8355,positive,0.48,18552,positive
8356,positive,0.67,44171,positive
8357,positive,0.46,7219,positive
8358,positive,0.7,32468,positive
8359,positive,0.55,32579,positive
8360,positive,0.94,53115,positive
8361,positive,0.59,44787,positive
8362,negative,0.75,33187,negative
8363,positive,0.58,58320,positive
8364,negative,0.35,52327,negative
8365,positive,0.72,55418,positive
8366,positive,0.39,54667,positive
8367,positive,0.54,54709,positive
8368,positive,0.7,8175,positive
8369,negative,0.79,33152,negative
8370,negative,0.52,22317,negative
8371,positive,0.87,10600,positive
8372,negative,0.41,37505,negative
8373,positive,0.43,69491,positive
8374,negative,0.53,52943,negative
8375,positive,0.53,5477,positive
8376,positive,0.56,51466,positive
8377,negative,0.55,10186,negative
8378,positive,0.59,22327,positive
8379,positive,0.76,62665,positive
8380,positive,0.56,42706,positive
8381,positive,0.8,40988,positive
8382,negative,0.42,11634,negative
8383,positive,0.47,26680,positive
8384,positive,0.72,54977,positive
8385,positive,0.7,60852,positive
8386,positive,0.61,62204,positive
8387,positive,0.61,69582,positive
8388,positive,0.63,27660,positive
8389,negative,0.58,22863,negative
8390,positive,0.52,7006,positive
8391,positive,0.73,35192,positive
8392,positive,0.54,8730,positive
8393,negative,0.57,11031,negative
8394,negative,0.81,32712,negative
8395,negative,0.36,25927,negative
8396,positive,0.66,68197,positive
8397,positive,0.43,1824,positive
8398,positive,0.56,7264,positive
8399,negative,0.83,29270,negative
8400,positive,0.78,36578,positive
8401,positive,0.51,30904,positive
8402,positive,0.56,34727,positive
8403,positive,0.88,36220,positive
8404,positive,0.45,57356,positive
8405,positive,0.41,41266,positive
8406,positive,0.47,29349,positive
8407,positive,0.7,66432,positive
8408,positive,0.84,59382,positive
8409,positive,0.37,8584,positive
8410,negative,0.72,33604,negative
8411,positive,0.62,71327,positive
8412,negative,0.65,10499,negative
8413,negative,0.86,41719,negative
8414,negative,0.82,19636,negative
8415,positive,0.76,9713,positive
8416,negative,0.43,10663,negative
8417,positive,0.49,24307,positive
8418,positive,0.65,65269,positive
8419,positive,0.75,55822,positive
8420,negative,0.56,17145,negative
8421,negative,0.71,38722,negative
8422,positive,0.81,30681,positive
8423,positive,0.48,13161,positive
8424,positive,0.46,29708,positive
8425,negative,0.75,29637,negative
8426,neutral,0.41,39559,neutral
8427,positive,0.65,42655,positive
8428,positive,0.79,38315,positive
8429,positive,0.38,25293,positive
8430,negative,0.41,26207,negative
8431,positive,0.71,57399,positive
8432,positive,0.78,16730,positive
8433,positive,0.487,55856,positive
8434,positive,0.85,71540,positive
8435,negative,0.45,9246,negative
8436,positive,0.59,35167,positive
8437,positive,0.37,53954,positive
8438,negative,0.86,17003,negative
8439,positive,0.83,41493,positive
8440,positive,0.68,61592,positive
8441,positive,0.71,36755,positive
8442,negative,0.87,36328,negative
8443,positive,0.78,3169,positive
8444,positive,0.4,10949,positive
8445,positive,0.62,45080,positive
8446,positive,0.71,71353,positive
8447,negative,0.59,33472,negative
8448,negative,0.62,52338,negative
8449,positive,0.67,53086,positive
8450,positive,0.88,17018,positive
8451,positive,0.41,1541,positive
8452,positive,0.526,7757,positive
8453,positive,0.71,8249,positive
8454,positive,0.93,26021,positive
8455,positive,0.55,48430,positive
8456,positive,0.58,3979,positive
8457,positive,0.73,36487,positive
8458,positive,0.84,7574,positive
8459,positive,0.97,60272,positive
8460,positive,0.74,6966,positive
8461,positive,0.66,23148,positive
